YEAR;CULTURAL_SPACE_NAME;WEBSITE;TYPE;PRIMARY_USE;ADDRESS;LOCAL_AREA;OWNERSHIP;SQUARE_FEET;NUMBER_OF_SEATS;ACTIVE_SPACE;Geom;geo_point_2d
2017;Vanier Park;;Community Space;Plaza/Park/Band Shell;1000 Chestnut St, Vancouver, BC, V6J 3J9;Kitsilano;City of Vancouver;228194;;Yes;"{""coordinates"": [-123.146124, 49.276777], ""type"": ""Point""}";49.276777, -123.146124
2016;AHVA Gallery;http://gallery.ahva.ubc.ca/about/;Museum/Gallery;Museum/Gallery;6398 University Blvd, Vancouver, BC,;UBC;Other;1990;;Yes;"{""coordinates"": [-123.2549451, 49.2639124], ""type"": ""Point""}";49.2639124, -123.2549451
2016;Eagle Spirit Gallery;www.eaglespiritgallery.com;Museum/Gallery;Museum/Gallery;1803 Maritime Mews, Vancouver, BC, V6H 3W7;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.136077, 49.2710507], ""type"": ""Point""}";49.2710507, -123.136077
2016;Elissa Cristall Galleries;http://cristallgallery.com;Museum/Gallery;Museum/Gallery;2239 Granville St, Vancouver, BC, V6H 3G1;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1385822, 49.2655257], ""type"": ""Point""}";49.2655257, -123.1385822
2016;Emily Carr Institute of Art + Design 1612 Gallery;;Museum/Gallery;Museum/Gallery;1612 W 3rd Av, Vancouver, BC, V6J 1K2;Fairview;Government;2833;;Yes;"{""coordinates"": [-123.1411548, 49.2688004], ""type"": ""Point""}";49.2688004, -123.1411548
2016;Grunt Gallery;www.grunt.ca?;Museum/Gallery;Museum/Gallery;350 E 2nd Av, Vancouver, BC, V5T 4R8;Mount Pleasant;Non-Profit;1350;;Yes;"{""coordinates"": [-123.09715, 49.26676], ""type"": ""Point""}";49.26676, -123.09715
2016;Hastings Mill Store Museum;www.hastings-mill-museum.ca?;Museum/Gallery;Museum/Gallery;1575 Alma St, Vancouver, BC, V6R 3P3;West Point Grey;City of Vancouver;2000;;Yes;"{""coordinates"": [-123.185988, 49.272817], ""type"": ""Point""}";49.272817, -123.185988
2016;Tracey Lawrence Gallery;;Museum/Gallery;Museum/Gallery;1531 W 4th Av, Vancouver, BC, V6J 1L6;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.139461, 49.267975], ""type"": ""Point""}";49.267975, -123.139461
2016;Vancouver Police Museum;www.vancouverpolicemuseum.ca?;Museum/Gallery;Museum/Gallery;240 E Cordova St, Vancouver, BC, V6A 1L3;Strathcona;City of Vancouver;15392;;Yes;"{""coordinates"": [-123.0987999, 49.282247], ""type"": ""Point""}";49.282247, -123.0987999
2015;Architectural Institute of BC Gallery;www.aibc.ca;Museum/Gallery;Museum/Gallery;440 Cambie St, Vancouver, BC, V6B 2N5;Downtown;;250;;Yes;"{""coordinates"": [-123.1095005, 49.2817199], ""type"": ""Point""}";49.2817199, -123.1095005
2015;Artstarts in Schools;www.artstarts.com;Museum/Gallery;Museum/Gallery;808 Richards St, Vancouver, BC, V6B 3A7;Downtown;Privately Owned;6000;;Yes;"{""coordinates"": [-123.1179808, 49.2799985], ""type"": ""Point""}";49.2799985, -123.1179808
2015;Audain Gallery;https://www.sfu.ca/galleries/audain-gallery.html;Museum/Gallery;Museum/Gallery;149 W Hastings St, Vancouver, BC, V6B 1H4;Downtown;Other;;;Yes;"{""coordinates"": [-123.108715, 49.282395], ""type"": ""Point""}";49.282395, -123.108715
2015;Back Gallery Project;http://www.backgalleryproject.com/;Museum/Gallery;Museum/Gallery;602 E Hastings St, Vancouver, BC, V6A 1R1;Strathcona;Privately Owned;900;;Yes;"{""coordinates"": [-123.0913998, 49.2811369], ""type"": ""Point""}";49.2811369, -123.0913998
2015;Bloedel Conservatory;http://vancouver.ca/parks-recreation-culture/bloedel-conservatory.aspx;Museum/Gallery;Garden/Aquarium/Science Centre;4600 Cambie St, Vancouver, BC, V5Y 2M5;Riley Park;Vancouver Park Board/COV;19600;;Yes;"{""coordinates"": [-123.113759, 49.242077], ""type"": ""Point""}";49.242077, -123.113759
2015;Doctor Vigari Gallery;www.doctorvigarigallery.com;Museum/Gallery;Museum/Gallery;1816 Commercial Dr, Vancouver, BC, V5N 4A3;Grandview-Woodland;Privately Owned;;;Yes;"{""coordinates"": [-123.0692806, 49.2683622], ""type"": ""Point""}";49.2683622, -123.0692806
2015;Elissa Cristall Galleries;http://cristallgallery.com;Museum/Gallery;Museum/Gallery;2239 Granville St, Vancouver, BC, V6H 3G1;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1385822, 49.2655257], ""type"": ""Point""}";49.2655257, -123.1385822
2015;Emily Carr Institute of Art + Design 1612 Gallery;;Museum/Gallery;Museum/Gallery;1612 W 3rd Av, Vancouver, BC, V6J 1K2;Fairview;Government;2833;;Yes;"{""coordinates"": [-123.1411548, 49.2688004], ""type"": ""Point""}";49.2688004, -123.1411548
2015;Gallery 295;http://gallery295.com/295/;Museum/Gallery;Museum/Gallery;295 E 2nd Ave, Vancouver, BC, V5T 1B8;Strathcona;Privately Owned;;;Yes;"{""coordinates"": [-123.0981191, 49.2680645], ""type"": ""Point""}";49.2680645, -123.0981191
2015;Hatch Art Gallery;http://www.ams.ubc.ca/nest/arts-and-attractions/art-gallery/;Museum/Gallery;Museum/Gallery;6133 University Blvd, Vancouver, BC, V6T 1Z1;UBC;Non-Profit;12500;;Yes;"{""coordinates"": [-123.249913, 49.266025], ""type"": ""Point""}";49.266025, -123.249913
2015;Haywood Bandstand;;Community Space;Plaza/Park/Band Shell;1755 Beach Av, Vancouver, BC,;West End;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.141944, 49.285278], ""type"": ""Point""}";49.285278, -123.141944
2015;Heffel Gallery Ltd;www.heffel.com;Museum/Gallery;Museum/Gallery;2247 Granville St, Vancouver, BC, V6H 3G1;Fairview;Privately Owned;7500;;Yes;"{""coordinates"": [-123.1389124, 49.2654685], ""type"": ""Point""}";49.2654685, -123.1389124
2015;Make Gallery;http://makeisawesome.com/;Museum/Gallery;Museum/Gallery;257 E 7th Av, Vancouver, BC, V5T 0B4;Mount Pleasant;Privately Owned;1000;;Yes;"{""coordinates"": [-123.0992862, 49.2646046], ""type"": ""Point""}";49.2646046, -123.0992862
2015;Morris and Helen Belkin Art Gallery;http://www.belkin.ubc.ca/;Museum/Gallery;Museum/Gallery;1825 Main Mall, Vancouver, BC, V6T 1Z2;UBC;Other;;;Yes;"{""coordinates"": [-123.255944, 49.2683878], ""type"": ""Point""}";49.2683878, -123.255944
2017;Ceperley Meadow;;Community Space;Plaza/Park/Band Shell;Stanley Park, Vancouver, BC;Stanley Park;City of Vancouver;5558;;Yes;"{""coordinates"": [-123.148518, 49.293772], ""type"": ""Point""}";49.293772, -123.148518
2017;Charles H. Scott Gallery;www.chscott.ecuad.ca?;Museum/Gallery;Museum/Gallery;1399 Johnston St, Vancouver, BC, V6H 2R9;Fairview;Government;;;Yes;"{""coordinates"": [-123.132876, 49.270485], ""type"": ""Point""}";49.270485, -123.132876
2017;City of Vancouver Archives;www.vancouver.cayour-government/city-of-vancouver-archives.aspx?;Museum/Gallery;Library/Archives;1150 Chestnut St, Vancouver, BC, V6J 3J9;Kitsilano;City of Vancouver;;;Yes;"{""coordinates"": [-123.142663, 49.276084], ""type"": ""Point""}";49.276084, -123.142663
2017;Eagle Spirit Gallery;www.eaglespiritgallery.com;Museum/Gallery;Museum/Gallery;1803 Maritime Mews, Vancouver, BC, V6H 3W7;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.136077, 49.2710507], ""type"": ""Point""}";49.2710507, -123.136077
2017;Haywood Bandstand;;Community Space;Plaza/Park/Band Shell;1755 Beach Av, Vancouver, BC,;West End;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.141944, 49.285278], ""type"": ""Point""}";49.285278, -123.141944
2017;Jennifer Kostuik Gallery;www.kostuikgallery.com?;Museum/Gallery;Museum/Gallery;1070 Homer St, Vancouver, BC, V6B 2W9;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.1211143, 49.2766268], ""type"": ""Point""}";49.2766268, -123.1211143
2017;New Leaf Editions;www.newleafeditions.com?;Studio/Rehearsal;Workshop;1370 Cartwright St, Vancouver, BC, V6H 3R7;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.134665, 49.269841], ""type"": ""Point""}";49.269841, -123.134665
2017;Skwachàys Lodge Gallery;http://skwachays.com/;Museum/Gallery;Museum/Gallery;31 W Pender St, Vancouver, BC, V6B 1R3;Downtown;Non-Profit;;;Yes;"{""coordinates"": [-123.106127, 49.280978], ""type"": ""Point""}";49.280978, -123.106127
2017;SUM Gallery;http://queerartsfestival.com/about-sum-gallery/;Museum/Gallery;Museum/Gallery;268 Keefer St, Vancouver, BC, V6A 1X5;Strathcona;Non-Profit;;;Yes;"{""coordinates"": [-123.098127, 49.279234], ""type"": ""Point""}";49.279234, -123.098127
2017;UBC Museum of Anthropology;http://moa.ubc.ca/;Museum/Gallery;Museum/Gallery;6393 NW Marine Dr, Vancouver, BC, V6T 1Z2;UBC;Other;38889;;Yes;"{""coordinates"": [-123.259174, 49.26907], ""type"": ""Point""}";49.26907, -123.259174
2017;Vancouver Police Museum;www.vancouverpolicemuseum.ca?;Museum/Gallery;Museum/Gallery;240 E Cordova St, Vancouver, BC, V6A 1L3;Strathcona;City of Vancouver;15392;;Yes;"{""coordinates"": [-123.0987999, 49.282247], ""type"": ""Point""}";49.282247, -123.0987999
2016;Architectural Institute of BC Gallery;www.aibc.ca;Museum/Gallery;Museum/Gallery;440 Cambie St, Vancouver, BC, V6B 2N5;Downtown;;250;;Yes;"{""coordinates"": [-123.1095005, 49.2817199], ""type"": ""Point""}";49.2817199, -123.1095005
2016;BC Sports Hall of Fame Museum;www.bcsportshalloffame.com;Museum/Gallery;Museum/Gallery;777 Pacific Blvd S, Vancouver, BC, V6B 4Y8;Downtown;Government;15000;;Yes;"{""coordinates"": [-123.110438, 49.27619], ""type"": ""Point""}";49.27619, -123.110438
2016;Craft Council of British Columbia Gallery;www.craftcouncilbc.ca;Museum/Gallery;Museum/Gallery;1386 Cartwright St, Vancouver, BC, V6H 3R8;Fairview;Government;1200;;Yes;"{""coordinates"": [-123.13479, 49.269837], ""type"": ""Point""}";49.269837, -123.13479
2016;Dundarave Print Workshop & Gallery;www.dundaraveprintworkshop.com;Museum/Gallery;Museum/Gallery;1640 Johnston St, Vancouver, BC, V6H 3S2;Fairview;Privately Owned;230;;Yes;"{""coordinates"": [-123.1353489, 49.2721848], ""type"": ""Point""}";49.2721848, -123.1353489
2016;FIELD Contemporary;www.field-contemporary.com;Museum/Gallery;Museum/Gallery;17 W Broadway, Vancouver, BC, V5Y 1P1;Mount Pleasant;Privately Owned;800;;Yes;"{""coordinates"": [-123.1058083, 49.2630895], ""type"": ""Point""}";49.2630895, -123.1058083
2016;Havana Gallery;www.havanarestaurant.ca;Museum/Gallery;Museum/Gallery;1212 Commercial Dr, Vancouver, BC, V5L 3X4;Grandview-Woodland;Privately Owned;;;Yes;"{""coordinates"": [-123.069421, 49.273662], ""type"": ""Point""}";49.273662, -123.069421
2016;Hot Art Wet City;http://hotartwetcity.com/;Museum/Gallery;Museum/Gallery;2206 Main St, Vancouver, BC, V5T 3C7;Mount Pleasant;Privately Owned;1036;50;Yes;"{""coordinates"": [-123.1007282, 49.2653981], ""type"": ""Point""}";49.2653981, -123.1007282
2016;Interurban Gallery;;Museum/Gallery;Museum/Gallery;1 E Hastings St, Vancouver, BC, V6A 1M9;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.1043161, 49.2815282], ""type"": ""Point""}";49.2815282, -123.1043161
2016;Inuit Gallery of Vancouver;www.inuit.com;Museum/Gallery;Museum/Gallery;206 Cambie St, Vancouver, BC, V6B 2M9;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.1088083, 49.2842455], ""type"": ""Point""}";49.2842455, -123.1088083
2016;Malaspina Printmakers Gallery;www.malaspinaprintmakers.com?;Museum/Gallery;Museum/Gallery;1555 Duranleau St, Vancouver, BC, V6H 3S3;Fairview;Government;2500;;Yes;"{""coordinates"": [-123.135784, 49.271369], ""type"": ""Point""}";49.271369, -123.135784
2016;Wall Centre Plaza;;Community Space;Plaza/Park/Band Shell;1088 Burrard St, Vancouver, BC, V6Z 2R9;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.1265368, 49.2801175], ""type"": ""Point""}";49.2801175, -123.1265368
2015;Art Beatus;www.artbeatus.com;Museum/Gallery;Museum/Gallery;808 Nelson St, Vancouver, BC, V6Z 2H2;Downtown;Privately Owned;3700;;Yes;"{""coordinates"": [-123.1249139, 49.2800409], ""type"": ""Point""}";49.2800409, -123.1249139
2015;Equinox Gallery;www.equinoxgallery.com;Museum/Gallery;Museum/Gallery;525 Great Northern Way, Vancouver, BC, V5T 1E1;Strathcona;Privately Owned;14000;;Yes;"{""coordinates"": [-123.09226, 49.267609], ""type"": ""Point""}";49.267609, -123.09226
2015;Granville Street/ Entertainment District;;Community Space;Plaza/Park/Band Shell;Vancouver, BC;Downtown;City of Vancouver;;;Yes;"{""coordinates"": [-123.11966, 49.281457], ""type"": ""Point""}";49.281457, -123.11966
2015;Grunt Gallery;www.grunt.ca?;Museum/Gallery;Museum/Gallery;350 E 2nd Av, Vancouver, BC, V5T 4R8;Mount Pleasant;Non-Profit;1350;;Yes;"{""coordinates"": [-123.09715, 49.26676], ""type"": ""Point""}";49.26676, -123.09715
2015;Interurban Gallery;;Museum/Gallery;Museum/Gallery;1 E Hastings St, Vancouver, BC, V6A 1M9;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.1043161, 49.2815282], ""type"": ""Point""}";49.2815282, -123.1043161
