name,website,type,use,address,area,ownership,Geom,geo_point_2d,latitude,longitude
Audain Gallery,https://www.sfu.ca/galleries/audain-gallery.html,Museum/Gallery,Museum/Gallery,"149 W Hastings St, Vancouver, BC, V6B 1H4",Downtown,Other,"{""coordinates"": [-123.108715, 49.282395], ""type"": ""Point""}","49.282395, -123.108715",49.282395,-123.108715
Contemporary Art Gallery,www.contemporaryartgallery.ca?,Museum/Gallery,Museum/Gallery,"555 Nelson St, Vancouver, BC, V6B 6R5",Downtown,Privately Owned,"{""coordinates"": [-123.121183, 49.278238], ""type"": ""Point""}","49.278238, -123.121183",49.278238,-123.121183
Doctor Vigari Gallery,www.doctorvigarigallery.com,Museum/Gallery,Museum/Gallery,"1816 Commercial Dr, Vancouver, BC, V5N 4A3",Grandview-Woodland,Privately Owned,"{""coordinates"": [-123.0692806, 49.2683622], ""type"": ""Point""}","49.2683622, -123.0692806",49.2683622,-123.0692806
Hatch Art Gallery,http://www.ams.ubc.ca/nest/arts-and-attractions/art-gallery/,Museum/Gallery,Museum/Gallery,"6133 University Blvd, Vancouver, BC, V6T 1Z1",UBC,Non-Profit,"{""coordinates"": [-123.249913, 49.266025], ""type"": ""Point""}","49.266025, -123.249913",49.266025,-123.249913
Jennifer Kostuik Gallery,www.kostuikgallery.com?,Museum/Gallery,Museum/Gallery,"1070 Homer St, Vancouver, BC, V6B 2W9",Downtown,Privately Owned,"{""coordinates"": [-123.1211143, 49.2766268], ""type"": ""Point""}","49.2766268, -123.1211143",49.2766268,-123.1211143
Rennie Collection at Wing Sang,,Museum/Gallery,Museum/Gallery,"51 E Pender St, Vancouver, BC, V6A 1S9",Downtown,Privately Owned,"{""coordinates"": [-123.1031317, 49.2806995], ""type"": ""Point""}","49.2806995, -123.1031317",49.2806995,-123.1031317
Satellite Gallery,www.satellitegallery.ca,Museum/Gallery,Museum/Gallery,"560 Seymour St, Vancouver, BC, V6B 3J5",Downtown,Privately Owned,"{""coordinates"": [-123.114585, 49.283183], ""type"": ""Point""}","49.283183, -123.114585",49.283183,-123.114585
Unit/Pitt Projects,www.helenpittgallery.org,Museum/Gallery,Museum/Gallery,"236 E Pender St, Vancouver, BC, V6A 1T7",Strathcona,Privately Owned,"{""coordinates"": [-123.098813, 49.280103], ""type"": ""Point""}","49.280103, -123.098813",49.280103,-123.098813
Western Front - Gallery,www.front.bc.ca?,Museum/Gallery,Museum/Gallery,"303 E 8th Av, Vancouver, BC, V5T 1S1",Mount Pleasant,Privately Owned,"{""coordinates"": [-123.098654, 49.263916], ""type"": ""Point""}","49.263916, -123.098654",49.263916,-123.098654
Ceperley Meadow,,Community Space,Plaza/Park/Band Shell,"Stanley Park, Vancouver, BC",Stanley Park,City of Vancouver,"{""coordinates"": [-123.148518, 49.293772], ""type"": ""Point""}","49.293772, -123.148518",49.293772,-123.148518
Coastal Peoples Fine Arts Gallery Gastown,http://www.coastalpeoples.com,Museum/Gallery,Museum/Gallery,"312 Water St, Vancouver, BC, V6B 1B6",Downtown,Privately Owned,"{""coordinates"": [-123.109198, 49.2843539], ""type"": ""Point""}","49.2843539, -123.109198",49.2843539,-123.109198
Djavad Mowafaghian Cinema,http://www.sfu.ca/mecs/facilities/goldcorp-centre-for-the-arts/meeting-rooms/djavadmowafaghian.html,Theatre/Performance,Cinema,"149 W Hastings St, Vancouver, BC, V6B 1H4",Downtown,Other,"{""coordinates"": [-123.108528, 49.282364], ""type"": ""Point""}","49.282364, -123.108528",49.282364,-123.108528
FIELD Contemporary,www.field-contemporary.com,Museum/Gallery,Museum/Gallery,"17 W Broadway, Vancouver, BC, V5Y 1P1",Mount Pleasant,Privately Owned,"{""coordinates"": [-123.1058083, 49.2630895], ""type"": ""Point""}","49.2630895, -123.1058083",49.2630895,-123.1058083
Gam Gallery,http://gamgallery.com/contact/,Museum/Gallery,Museum/Gallery,"110 E Hastings St, Vancouver, BC, V6N 1N4",Downtown,Privately Owned,"{""coordinates"": [-123.101858, 49.2813343], ""type"": ""Point""}","49.2813343, -123.101858",49.2813343,-123.101858
Harrison Galleries,www.harrisongalleries.com,Museum/Gallery,Museum/Gallery,"901 Homer St, Vancouver, BC, V6B 2W6",Downtown,Privately Owned,"{""coordinates"": [-123.1184779, 49.2784569], ""type"": ""Point""}","49.2784569, -123.1184779",49.2784569,-123.1184779
James Tan Gallery,http://www.jamestan.com/home.htm,Museum/Gallery,Museum/Gallery,"437 Columbia St, Vancouver, BC, V6A 2R9",Downtown,Privately Owned,"{""coordinates"": [-123.1023067, 49.2810853], ""type"": ""Point""}","49.2810853, -123.1023067",49.2810853,-123.1023067
Labyrinth Gallery,http://labyrinthgallery.org/,Museum/Gallery,Museum/Gallery,"112 E Hastings St, Vancouver, BC, V6A 4J1",Downtown,Privately Owned,"{""coordinates"": [-123.1017894, 49.2810651], ""type"": ""Point""}","49.2810651, -123.1017894",49.2810651,-123.1017894
Lattimer Gallery,www.lattimergallery.com?,Museum/Gallery,Museum/Gallery,"1590 W 2nd Av, Vancouver, BC, V6J 1H2",Fairview,Privately Owned,"{""coordinates"": [-123.1406592, 49.2696829], ""type"": ""Point""}","49.2696829, -123.1406592",49.2696829,-123.1406592
Lumbermen's Arch,,Community Space,Plaza/Park/Band Shell,"Stanley Park, Vancouver, BC",Stanley Park,City of Vancouver,"{""coordinates"": [-123.131707, 49.302981], ""type"": ""Point""}","49.302981, -123.131707",49.302981,-123.131707
Oppenheimer Park,,Community Space,Plaza/Park/Band Shell,"Vancouver, BC",Strathcona,Vancouver Park Board/COV,"{""coordinates"": [-123.094341, 49.282643], ""type"": ""Point""}","49.282643, -123.094341",49.282643,-123.094341
Stanley Park Nature House,http://stanleyparkecology.ca/education/nature-house/,Museum/Gallery,Museum/Gallery,"Stanley Park, Vancouver, BC",Stanley Park,Vancouver Park Board/COV,"{""coordinates"": [-123.137914, 49.294408], ""type"": ""Point""}","49.294408, -123.137914",49.294408,-123.137914
Vancouver Public Library,www.vpl.ca,Museum/Gallery,Library/Archives,"350 W Georgia St, Vancouver, BC, V6B 6B1",Downtown,City of Vancouver,"{""coordinates"": [-123.1151119, 49.2804357], ""type"": ""Point""}","49.2804357, -123.1151119",49.2804357,-123.1151119
Wil Aballe Art Projects,http://www.waapart.com/,Museum/Gallery,Museum/Gallery,"1356 Frances St, Vancouver, BC, V5L 1Y9",Grandview-Woodland,Privately Owned,"{""coordinates"": [-123.0757838, 49.2794145], ""type"": ""Point""}","49.2794145, -123.0757838",49.2794145,-123.0757838
Art Club/Bard On Beach Production Centre Theatre,,Studio/Rehearsal,Workshop,"162 W 1st Av, Vancouver, BC, V5Y 1A4",Mount Pleasant,City of Vancouver,"{""coordinates"": [-123.108535, 49.2702275], ""type"": ""Point""}","49.2702275, -123.108535",49.2702275,-123.108535
"Centre A, Centre For Contemporary Asian Art",http://centrea.org,Museum/Gallery,Museum/Gallery,"229 E Georgia St, Vancouver, BC, V6A 1Z6",Strathcona,Privately Owned,"{""coordinates"": [-123.098671, 49.278676], ""type"": ""Point""}","49.278676, -123.098671",49.278676,-123.098671
Ceperley Meadow,,Community Space,Plaza/Park/Band Shell,", Vancouver, BC,",,City of Vancouver,"{""coordinates"": [-123.148518, 49.293772], ""type"": ""Point""}","49.293772, -123.148518",49.293772,-123.148518
Charles H. Scott Gallery,www.chscott.ecuad.ca?,Museum/Gallery,Museum/Gallery,"1399 Johnston St, Vancouver, BC, V6H 2R9",Fairview,Government,"{""coordinates"": [-123.132876, 49.270485], ""type"": ""Point""}","49.270485, -123.132876",49.270485,-123.132876
Inuit Gallery of Vancouver,www.inuit.com,Museum/Gallery,Museum/Gallery,"206 Cambie St, Vancouver, BC, V6B 2M9",Downtown,Privately Owned,"{""coordinates"": [-123.1088083, 49.2842455], ""type"": ""Point""}","49.2842455, -123.1088083",49.2842455,-123.1088083
Peter Kiss Gallery,www.peterkiss.com,Museum/Gallery,Museum/Gallery,"1327 Railspur Alley, Vancouver, BC, V6H 4G9",Fairview,Privately Owned,"{""coordinates"": [-123.1337947, 49.2701374], ""type"": ""Point""}","49.2701374, -123.1337947",49.2701374,-123.1337947
Vanier Park,,Community Space,Plaza/Park/Band Shell,"1000 Chestnut St, Vancouver, BC, V6J 3J9",Kitsilano,City of Vancouver,"{""coordinates"": [-123.146124, 49.276777], ""type"": ""Point""}","49.276777, -123.146124",49.276777,-123.146124
Granville Island,,Community Space,Plaza/Park/Band Shell,"1661 Duranleau St, Vancouver, BC, V6H 3S3",Fairview,Government,"{""coordinates"": [-123.134845, 49.269463], ""type"": ""Point""}","49.269463, -123.134845",49.269463,-123.134845
H.R. Macmillan Space Centre and Observatory/Museum of Vancouver,"www.museumofvancouver.ca?,www.spacecentre.cagms",Museum/Gallery,Museum/Gallery,"1100 Chestnut St, Vancouver, BC, V6J 3J9",Kitsilano,City of Vancouver,"{""coordinates"": [-123.144436, 49.276261], ""type"": ""Point""}","49.276261, -123.144436",49.276261,-123.144436
Hastings Mill Store Museum,www.hastings-mill-museum.ca?,Museum/Gallery,Museum/Gallery,"1575 Alma St, Vancouver, BC, V6R 3P3",West Point Grey,City of Vancouver,"{""coordinates"": [-123.185988, 49.272817], ""type"": ""Point""}","49.272817, -123.185988",49.272817,-123.185988
Peter Kiss Gallery,www.peterkiss.com,Museum/Gallery,Museum/Gallery,"1327 Railspur Alley, Vancouver, BC, V6H 4G9",Fairview,Privately Owned,"{""coordinates"": [-123.1337947, 49.2701374], ""type"": ""Point""}","49.2701374, -123.1337947",49.2701374,-123.1337947
Z Gallery Arts,https://zgalleryarts.com/,Museum/Gallery,Museum/Gallery,"102-1688 W 1st Av, Vancouver, BC, V6J 1G1",Kitsilano,Privately Owned,"{""coordinates"": [-123.142708, 49.270579], ""type"": ""Point""}","49.270579, -123.142708",49.270579,-123.142708
15th Field Artillery Regiment Museum and Archives,www.memorybc.ca/museum-of-15th-field-artillery-regiment,Museum/Gallery,Museum/Gallery,"2025 W 11th Av, Vancouver, BC, V6J 2C7",Kitsilano,Privately Owned,"{""coordinates"": [-123.151123, 49.261938], ""type"": ""Point""}","49.261938, -123.151123",49.261938,-123.151123
Architectural Institute of BC Gallery,www.aibc.ca,Museum/Gallery,Museum/Gallery,"440 Cambie St, Vancouver, BC, V6B 2N5",Downtown,Non-Profit,"{""coordinates"": [-123.1095005, 49.2817199], ""type"": ""Point""}","49.2817199, -123.1095005",49.2817199,-123.1095005
Art Works Gallery,http://artworksbc.com/,Museum/Gallery,Museum/Gallery,"225 Smithe St, Vancouver, BC, V6B 4X7",Downtown,Privately Owned,"{""coordinates"": [-123.1165781, 49.2775077], ""type"": ""Point""}","49.2775077, -123.1165781",49.2775077,-123.1165781
Canadian Music Centre (BC Region),http://www.musiccentre.ca/regions/british-columbia?field_event_region_value_many_to_one=3,Museum/Gallery,Library/Archives,"837 Davie St, Vancouver, BC, V6Z 1B7",Downtown,Privately Owned,"{""coordinates"": [-123.127484, 49.278055], ""type"": ""Point""}","49.278055, -123.127484",49.278055,-123.127484
Elissa Cristall Galleries,http://cristallgallery.com,Museum/Gallery,Museum/Gallery,"2239 Granville St, Vancouver, BC, V6H 3G1",Fairview,Privately Owned,"{""coordinates"": [-123.1385822, 49.2655257], ""type"": ""Point""}","49.2655257, -123.1385822",49.2655257,-123.1385822
Gallery of BC Ceramics,http://www.bcpotters.com/Gallery/index.php,Museum/Gallery,Museum/Gallery,"1359 Cartwright St, Vancouver, BC, V6H 3R7",Fairview,Non-Profit,"{""coordinates"": [-123.134283, 49.270046], ""type"": ""Point""}","49.270046, -123.134283",49.270046,-123.134283
H.R. Macmillan Space Centre,http://www.spacecentre.ca/,Museum/Gallery,Garden/Aquarium/Science Centre,"1100 Chestnut St, Vancouver, BC, V6J 3J9",Kitsilano,City of Vancouver,"{""coordinates"": [-123.144299, 49.276361], ""type"": ""Point""}","49.276361, -123.144299",49.276361,-123.144299
Harrison Galleries,www.harrisongalleries.com,Museum/Gallery,Museum/Gallery,"901 Homer St, Vancouver, BC, V6B 2W6",Downtown,Privately Owned,"{""coordinates"": [-123.1184779, 49.2784569], ""type"": ""Point""}","49.2784569, -123.1184779",49.2784569,-123.1184779
Heffel Gallery Ltd,www.heffel.com,Museum/Gallery,Museum/Gallery,"2247 Granville St, Vancouver, BC, V6H 3G1",Fairview,Privately Owned,"{""coordinates"": [-123.1389124, 49.2654685], ""type"": ""Point""}","49.2654685, -123.1389124",49.2654685,-123.1389124
Oppenheimer Park,,Community Space,Plaza/Park/Band Shell,"400 Powell St, Vancouver, BC, V6A 1G6",Strathcona,Vancouver Park Board/COV,"{""coordinates"": [-123.094341, 49.282643], ""type"": ""Point""}","49.282643, -123.094341",49.282643,-123.094341
Or Gallery,www.orgallery.org?,Museum/Gallery,Museum/Gallery,"555 Hamilton St, Vancouver, BC, V6B 2R1",Downtown,Privately Owned,"{""coordinates"": [-123.112094, 49.281406], ""type"": ""Point""}","49.281406, -123.112094",49.281406,-123.112094
Pendulum Gallery,www.pendulumgallery.bc.ca?,Museum/Gallery,Museum/Gallery,"885 W Georgia St, Vancouver, BC, V6C 3E8",Downtown,Privately Owned,"{""coordinates"": [-123.119963, 49.283709], ""type"": ""Point""}","49.283709, -123.119963",49.283709,-123.119963
Vancouver Art Gallery Offsite,http://www.vanartgallery.bc.ca/the_exhibitions/public_art.html,Museum/Gallery,Museum/Gallery,"1100 W Georgia St, Vancouver, BC, V6E 0A8",West End,City of Vancouver,"{""coordinates"": [-123.124298, 49.286205], ""type"": ""Point""}","49.286205, -123.124298",49.286205,-123.124298
Vancouver Maritime Museum,www.vancouvermaritimemuseum.com,Museum/Gallery,Museum/Gallery,"1905 Ogden Av, Vancouver, BC, V6J 1A3",Kitsilano,City of Vancouver,"{""coordinates"": [-123.147587, 49.277465], ""type"": ""Point""}","49.277465, -123.147587",49.277465,-123.147587
Winsor Gallery,www.winsorgallery.com,Museum/Gallery,Museum/Gallery,"258 E 1st Ave, Vancouver, BC, V5T 1A6",Strathcona,Privately Owned,"{""coordinates"": [-123.0984496, 49.2689553], ""type"": ""Point""}","49.2689553, -123.0984496",49.2689553,-123.0984496
Back Gallery Project,http://www.backgalleryproject.com/,Museum/Gallery,Museum/Gallery,"602 E Hastings St, Vancouver, BC, V6A 1R1",Strathcona,Privately Owned,"{""coordinates"": [-123.0913998, 49.2811369], ""type"": ""Point""}","49.2811369, -123.0913998",49.2811369,-123.0913998
Bloedel Conservatory,http://vancouver.ca/parks-recreation-culture/bloedel-conservatory.aspx,Museum/Gallery,Garden/Aquarium/Science Centre,"4600 Cambie St, Vancouver, BC, V5Y 2M5",Riley Park,Vancouver Park Board/COV,"{""coordinates"": [-123.113759, 49.242077], ""type"": ""Point""}","49.242077, -123.113759",49.242077,-123.113759
Charles H. Scott Gallery,www.chscott.ecuad.ca?,Museum/Gallery,Museum/Gallery,"1399 Johnston St, Vancouver, BC, V6H 2R9",Fairview,Government,"{""coordinates"": [-123.132876, 49.270485], ""type"": ""Point""}","49.270485, -123.132876",49.270485,-123.132876
Granville Island Gallery,www.granvilleislandgallery.com?,Museum/Gallery,Museum/Gallery,"1494 Old Bridge St, Vancouver, BC, V6H 3S6",Fairview,Government,"{""coordinates"": [-123.134769, 49.270213], ""type"": ""Point""}","49.270213, -123.134769",49.270213,-123.134769
Haywood Bandstand,,Community Space,Plaza/Park/Band Shell,"1755 Beach Av, Vancouver, BC,",West End,Vancouver Park Board/COV,"{""coordinates"": [-123.141944, 49.285278], ""type"": ""Point""}","49.285278, -123.141944",49.285278,-123.141944
Heffel Gallery Ltd,www.heffel.com,Museum/Gallery,Museum/Gallery,"2247 Granville St, Vancouver, BC, V6H 3G1",Fairview,Privately Owned,"{""coordinates"": [-123.1389124, 49.2654685], ""type"": ""Point""}","49.2654685, -123.1389124",49.2654685,-123.1389124
New Leaf Editions,www.newleafeditions.com?,Studio/Rehearsal,Workshop,"1370 Cartwright St, Vancouver, BC, V6H 3R7",Fairview,Privately Owned,"{""coordinates"": [-123.134665, 49.269841], ""type"": ""Point""}","49.269841, -123.134665",49.269841,-123.134665
On Main Gallery,www.onmaingallery.com?,Museum/Gallery,Museum/Gallery,"200 E 20th Av, Vancouver, BC, V5V 1M1",Riley Park,Privately Owned,"{""coordinates"": [-123.10056, 49.252773], ""type"": ""Point""}","49.252773, -123.10056",49.252773,-123.10056
Pacific Cinematheque,http://www.thecinematheque.caabout,Theatre/Performance,Cinema,"1131 Howe St, Vancouver, BC, V6Z 2L7",Downtown,City of Vancouver,"{""coordinates"": [-123.12627, 49.278552], ""type"": ""Point""}","49.278552, -123.12627",49.278552,-123.12627
Plaza of Nations,www.plazaofnations.com?,Community Space,Plaza/Park/Band Shell,"750 Pacific Blvd, Vancouver, BC, V6B 5E7",Downtown,Privately Owned,"{""coordinates"": [-123.110068, 49.276031], ""type"": ""Point""}","49.276031, -123.110068",49.276031,-123.110068
Vancouver Maritime Museum,www.vancouvermaritimemuseum.com,Museum/Gallery,Museum/Gallery,"1905 Ogden Av, Vancouver, BC, V6J 1A3",Kitsilano,City of Vancouver,"{""coordinates"": [-123.147587, 49.277465], ""type"": ""Point""}","49.277465, -123.147587",49.277465,-123.147587
Vancouver Public Library,www.vpl.ca,Museum/Gallery,Library/Archives,"350 W Georgia St, Vancouver, BC, V6B 6B1",Downtown,City of Vancouver,"{""coordinates"": [-123.1151119, 49.2804357], ""type"": ""Point""}","49.2804357, -123.1151119",49.2804357,-123.1151119
Vanier Park,,Community Space,Plaza/Park/Band Shell,"1000 Chestnut St, Vancouver, BC, V6J 3J9",Kitsilano,City of Vancouver,"{""coordinates"": [-123.146124, 49.276777], ""type"": ""Point""}","49.276777, -123.146124",49.276777,-123.146124
AHVA Gallery,http://gallery.ahva.ubc.ca/about/,Museum/Gallery,Museum/Gallery,"6398 University Blvd, Vancouver, BC,",UBC,Other,"{""coordinates"": [-123.2549451, 49.2639124], ""type"": ""Point""}","49.2639124, -123.2549451",49.2639124,-123.2549451
Bill Reid Gallery,www.billreidgallery.ca,Museum/Gallery,Museum/Gallery,"639 Hornby St, Vancouver, BC, V6C 2G3",Downtown,Privately Owned,"{""coordinates"": [-123.119819, 49.284308], ""type"": ""Point""}","49.284308, -123.119819",49.284308,-123.119819
BMO Theatre Centre - Workshop,,Studio/Rehearsal,Workshop,"162 W 1st Av, Vancouver, BC, V5Y 1A4",Mount Pleasant,City of Vancouver,"{""coordinates"": [-123.108535, 49.2702275], ""type"": ""Point""}","49.2702275, -123.108535",49.2702275,-123.108535
Crafthouse Gallery,www.craftcouncilbc.ca,Museum/Gallery,Museum/Gallery,"1386 Cartwright St, Vancouver, BC, V6H 3R8",Fairview,Government,"{""coordinates"": [-123.13479, 49.269837], ""type"": ""Point""}","49.269837, -123.13479",49.269837,-123.13479
David Lam Park,,Community Space,Plaza/Park/Band Shell,"1300 Pacific Blvd, Vancouver, BC, V6Z 2V1",Downtown,City of Vancouver,"{""coordinates"": [-123.1241736, 49.2724252], ""type"": ""Point""}","49.2724252, -123.1241736",49.2724252,-123.1241736
Douglas Udell Gallery,www.douglasudellgallery.com?,Museum/Gallery,Museum/Gallery,"1558 W 6th Av, Vancouver, BC, V6J 1R2",Fairview,Privately Owned,"{""coordinates"": [-123.1399725, 49.2661804], ""type"": ""Point""}","49.2661804, -123.1399725",49.2661804,-123.1399725
Dundarave Print Workshop & Gallery,www.dundaraveprintworkshop.com,Museum/Gallery,Museum/Gallery,"1640 Johnston St, Vancouver, BC, V6H 3S2",Fairview,Privately Owned,"{""coordinates"": [-123.1353489, 49.2721848], ""type"": ""Point""}","49.2721848, -123.1353489",49.2721848,-123.1353489
Eagle Spirit Gallery,www.eaglespiritgallery.com,Museum/Gallery,Museum/Gallery,"1803 Maritime Mews, Vancouver, BC, V6H 3W7",Fairview,Privately Owned,"{""coordinates"": [-123.136077, 49.2710507], ""type"": ""Point""}","49.2710507, -123.136077",49.2710507,-123.136077
GMS Observatory,http://www.spacecentre.ca/gms,Museum/Gallery,Garden/Aquarium/Science Centre,"1100 Chestnut St, Vancouver, BC, V6J 3J9",Kitsilano,City of Vancouver,"{""coordinates"": [-123.144436, 49.276261], ""type"": ""Point""}","49.276261, -123.144436",49.276261,-123.144436
Great Northern Way Scene Shop,www.gnwshop.ca?,Studio/Rehearsal,Workshop,"281 Industrial, Vancouver, BC, V5A 2P2",Strathcona,City of Vancouver,"{""coordinates"": [-123.098432, 49.270087], ""type"": ""Point""}","49.270087, -123.098432",49.270087,-123.098432
