parent_company,name,postal_code,address,latitude,longitude,stars_fair,stars,review_count,categories,RestaurantsReservations,RestaurantsPriceRange2,NoiseLevel,OutdoorSeating,ByAppointmentOnly,DietaryRestrictions,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
Potato Planet Restaurant Inc,Belgian Fries,V5N 4A6,1885 Commercial Drive,49.267933,-123.0698876,3.486910994764398,3.5,186,"Poutineries, Belgian, Restaurants, Fast Food",False,1.0,u'average',True,,,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-23:0,11:30-23:0,11:30-22:0
724249 BC Ltd,Lucky Taco,V6K 3E6,1685 Yew Street,49.2710692786,-123.1551035911,3.4479166666666665,3.5,43,"Restaurants, Mexican",False,2.0,u'average',True,,,11:30-2:0,11:30-2:0,11:30-2:0,11:30-2:0,11:30-2:0,11:30-2:0,11:30-0:0
Brix Restaurant Inc,Brix & Mortar,V6B 2X6,1138 Homer Street,49.2756162836,-123.1218977568,3.9825174825174825,4.0,281,"Wine Bars, Nightlife, Canadian (New), American (New), French, Bars, Event Planning & Services, Restaurants, Tapas Bars, Venues & Event Spaces",True,3.0,u'average',True,,,,,16:0-21:0,16:0-21:0,16:0-22:0,16:0-22:0,16:0-21:0
Roundel Cafe Inc,Roundel Cafe,V5K 1Y8,2465 E Hastings Street,49.2812781,-123.0553773,3.4827586206896552,3.5,140,"Breakfast & Brunch, Vegetarian, Diners, Burgers, Cafes, Restaurants",False,2.0,u'average',False,,,9:0-16:0,9:0-16:0,9:0-16:0,9:0-16:0,9:0-16:0,9:0-16:0,9:0-16:0
Sawasdee Thai Restaurant (2006) Ltd,Sawasdee Thai Restaurant,V5V 3P9,4250 Main Street,49.247054,-123.1008276,3.984076433121019,4.0,309,"Seafood, Restaurants, Thai, Salad",True,2.0,u'average',,,,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30
Afghan Horsemen Enterprises Ltd,Afghan Horsemen Restaurant,V6H 4E5,"1833 Anderson Street, Suite 202",49.2694847203,-123.1387352943,3.977064220183486,4.0,213,"Afghan, Restaurants, Kebab, Middle Eastern, Mediterranean",True,2.0,u'average',True,,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-23:0,17:0-23:0,17:0-22:0
0784018 BC Ltd,Angel Cafe,V5W 2Z6,5995 Fraser Street,49.2302225,-123.0908067,3.4725274725274726,3.5,86,"Desserts, Chinese, Restaurants, Food, Cafes, Coffee & Tea",False,2.0,u'average',False,,,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0
I I I Int'l Investments Information & Services Co Ltd,Peaceful Restaurant,V5Z 1E9,110-532 W Broadway,49.263147,-123.116143,3.495697074010327,3.5,576,"Restaurants, Food, Noodles, Chinese",False,2.0,u'average',False,,,0:0-0:0,11:0-21:30,11:0-21:30,11:0-21:30,11:0-22:0,11:0-22:0,11:0-15:0
0775555 BC Ltd,The Cascade Room,V5T 3E6,2616 Main Street,49.261729200000005,-123.1007848,3.977578475336323,4.0,218,"Nightlife, Pubs, American (New), Bars, Canadian (New), Restaurants, Cocktail Bars",True,2.0,u'average',False,,,15:30-1:0,16:0-1:0,16:0-1:0,16:0-1:0,16:0-2:0,16:0-2:0,16:0-0:0
Les Faux Bourgeois Bistro Limited,Les Faux Bourgeois,V5T 2R6,663 E 15th Avenue,49.257281353100005,-123.0897673308,3.988038277511962,4.0,413,"Restaurants, French, Cafes",True,2.0,u'average',False,,,17:30-0:0,17:30-0:0,17:30-0:0,17:30-0:0,17:30-0:0,17:30-0:0,17:0-22:0
Whole Foods Market Canada Inc,Whole Foods Market,V5Z 1C5,510 W 8th Avenue,49.264022,-123.115286,3.489754098360656,3.5,239,"Food, Health Markets, Coffee Roasteries, Coffee & Tea, Juice Bars & Smoothies, Specialty Food, Grocery, Organic Stores",,3.0,,,,,0:0-0:0,7:0-22:0,7:0-22:0,8:0-21:0,9:0-20:0,9:0-20:0,7:0-17:30
Dynasty Seafood Restaurant Ltd,Dynasty Seafood Restaurant,V5Z 4J7,"777 W Broadway, Ste 108",49.2635975,-123.1213494,3.4894514767932487,3.5,232,"Dim Sum, Restaurants, Chinese, Seafood",True,2.0,u'average',False,,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0
Santouka Kamei Canada Foods Ltd,Hokkaido Ramen Santouka,V6G 1C7,1690 Robson Street,49.290236,-123.133811,3.9947589098532497,4.0,949,"Ramen, Japanese, Noodles, Restaurants",False,2.0,u'average',False,False,,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
GZ Food Company Ltd,Kwong Chow Congee & Noodle House,V5T 3G8,3163 Main St,49.2570141,-123.1014822,3.4789915966386555,3.5,114,"Noodles, Restaurants, Chinese",True,2.0,u'average',False,,,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-12:0,11:0-12:0,11:0-23:0
0880355 BC Ltd,Jade Dynasty Restaurant,V6A 1T6,"137 E Pender Street, Chinatown",49.280523,-123.100982,3.4833333333333334,3.5,145,"Asian Fusion, Dim Sum, Chinese, Restaurants",True,2.0,u'average',False,,,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0
C K M Investments Ltd,The Basic,V5T 3G5,3048 Main Street,49.2580108,-123.1008959,3.463768115942029,3.5,64,"Diners, Restaurants, Breakfast & Brunch",False,2.0,u'average',True,,,9:0-14:0,9:0-14:0,9:0-14:0,9:0-14:0,9:0-14:0,9:0-14:0,9:0-14:0
0930130 BC Ltd,Gold Train Express,V5R 5L1,3320 Kingsway,49.2333626,-123.0348768,2.525773195876289,2.5,92,"Vietnamese, Restaurants, Asian Fusion",False,1.0,u'average',False,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
0929918 BC Ltd,La Notte Restaurant,V6S 2B9,3307 Dunbar St,49.25722460000001,-123.1853607,3.8958333333333335,4.0,43,"Restaurants, Italian",True,2.0,u'loud',False,,,,,,,,,
0929895 BC Ltd,Top Cantonese Cuisine Restaurant,V5R 5H5,2752 Kingsway,49.2375721315,-123.0494863128,3.0,3.0,55,"Restaurants, Dim Sum, Cantonese, Chinese",True,2.0,u'average',False,,,,,,,,,
JK Holdings Ltd,Tim Hortons,V6B 0K4,108 W Pender Street,49.2809646945,-123.1078130932,2.578125,2.5,27,"Donuts, Food, Coffee & Tea",,1.0,,False,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
0960652 BC Ltd,Britannia Sushi,V5L 3W9,1016 Commercial Drive,49.275433,-123.0693353,3.0,3.0,51,"Sushi Bars, Japanese, Restaurants",False,1.0,u'average',True,,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
Adonia Enterprise Ltd,Adonia Tea House,V6M 1Y7,2057 41st Avenue W,49.2346884,-123.1536514,3.463768115942029,3.5,64,"Food, Restaurants, Vegetarian, Cafes, Tea Rooms, Coffee & Tea Supplies, Sandwiches",True,2.0,,False,,,0:0-0:0,,11:0-16:30,11:0-16:30,11:0-16:30,11:0-16:30,11:0-16:30
Cathy Pacific International Trade Co Ltd,Great Wall Mongolian BBQ,V6K 2G6,2897 Broadway W,49.2643585,-123.170372,3.4479166666666665,3.5,43,"Restaurants, Mongolian, Chinese, Barbeque, Buffets",True,2.0,u'average',False,,,0:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
0961872 BC Ltd,Kojima Sushi,V5N 4A5,1836 Commercial Dr,49.2681048,-123.0696176,3.463768115942029,3.5,64,"Food, Sushi Bars, Restaurants",False,1.0,u'average',False,,,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,12:0-21:30
Domb Enterprises Inc,Basil Pasta Bar,V6B 2G5,636 Davie Street,49.2767546,-123.1259051,3.4932065217391304,3.5,363,"Fast Food, Italian, Restaurants",True,1.0,u'average',False,,,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-2:30,11:30-2:30,11:30-23:0
Miral & Arash Enterprises Ltd,Blenz Coffee,V6B 5J3,767 Seymour Street,49.2810814,-123.1188476,3.0,3.0,22,"Coffee & Tea, Food, Sandwiches, Restaurants",,1.0,,True,,,7:0-10:0,7:0-10:0,7:0-10:0,7:0-10:0,7:0-10:0,,
Madeleine (Hornby) Investments Ltd,Faubourg,V6Z 1S2,769 Hornby Street,49.2830902204,-123.1215854752,3.484472049689441,3.5,156,"Macarons, Food, Patisserie/Cake Shop, Bakeries, Coffee & Tea, Specialty Food",,2.0,u'average',True,,,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,8:0-20:0,8:0-20:0,8:0-19:0
Grand Honour (2013) Restaurant Ltd,Grand Honour Restaurant,V6M 4J7,5701 Granville Street,49.2340907,-123.14012,2.5543478260869565,2.5,41,"Restaurants, Chinese",True,2.0,u'average',False,,,,,,,,,
0882787 BC Ltd,Cafe Il Nido,V6E 1V8,780 Thurlow Street,49.2846269,-123.124273,3.0,3.0,50,"Specialty Food, Wine Bars, Mediterranean, Food, Bars, Nightlife, Italian, Restaurants",True,2.0,u'quiet',True,,,17:30-22:0,17:30-22:0,17:30-22:0,17:30-22:0,17:30-22:0,17:30-22:0,
Global Pacific Import & Export Ltd,Sushi Main,V5V 3N7,3710 Main Street,49.2518619,-123.100658,3.4,3.5,20,"Sushi Bars, Restaurants",True,2.0,u'quiet',False,,,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30
Tee Pie Corp,Willow Cafe Bakery,V5Z 1S8,797 W 16th Avenue,49.2571515,-123.1217817,3.8484848484848486,4.0,28,"Restaurants, Bakeries, Food, Comfort Food, Coffee & Tea",True,2.0,,True,False,,0:0-0:0,7:0-17:30,7:0-17:30,7:0-17:30,7:0-17:30,8:0-16:30,
Kosoo Restaurant Ltd,Kosoo Restaurant,V6G 2G5,832 Cardero Street,49.28909470000001,-123.1326326,3.967948717948718,4.0,151,"Restaurants, Asian Fusion, Korean",True,2.0,u'average',,,,0:0-0:0,11:30-2:0,11:30-2:0,16:0-1:0,11:30-3:0,11:30-2:0,11:30-2:0
Heart Connection Inc,Ramen Danbo,V6J 1M4,1833 W 4th Avenue,49.268286100000005,-123.146425,3.981884057971015,4.0,271,"Restaurants, Noodles, Ramen, Japanese",False,2.0,u'average',False,,,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
Bae & Cho Holdings Ltd,Masa Japanese Restaurant,V6H 1H4,1418 W Broadway,49.26351939999999,-123.13690590000002,3.4814814814814814,3.5,130,"Asian Fusion, Restaurants, Sushi Bars, Japanese",True,2.0,u'average',True,,,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-23:0
0979749 BC Ltd,Freshii,V5M 0C4,"2920 Virtual Way, 2920 Virtual Way, Suite 2",49.2595264758,-123.0433099036,3.0,3.0,16,"Restaurants, Vegan, Asian Fusion, Salad, Fast Food, Vegetarian, Juice Bars & Smoothies, Ice Cream & Frozen Yogurt, Food, Gluten-Free",False,2.0,u'average',True,False,,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,11:0-19:0,11:0-19:0
CLB Dining Ltd,Pelican Seafood Restaurant,V5L 1T3,1895 Hastings Street E,49.2815811,-123.0661289,3.0,3.0,72,"Restaurants, Chinese, Seafood, Dim Sum",True,2.0,u'loud',False,,,9:30-1:0,9:30-1:0,9:30-1:0,9:30-1:0,9:30-2:0,9:30-2:0,9:30-1:0
Templeton Holdings Inc,The Templeton,V6Z 1L4,1087 Granville Street,49.278481,-123.124598,3.989495798319328,4.0,471,"Burgers, Breakfast & Brunch, Restaurants, Diners, Tapas/Small Plates",False,2.0,u'average',False,,,8:30-15:0,8:30-22:0,8:30-22:0,8:30-22:0,8:30-23:0,8:30-23:0,8:30-22:0
Vij's Lantern Inc,Vij's Restaurant,V5Z 2W2,3106 Cambie Street,49.2575375,-123.1147884,3.984126984126984,4.0,310,"Indian, Restaurants",True,3.0,u'average',True,,,17:30-22:30,17:30-22:30,17:30-22:30,17:30-22:30,17:30-22:30,17:30-22:30,17:30-22:30
0912561 BC Ltd,A&W,V5X 0C4,468 SW Marine Drive,49.209369,-123.116791,2.638888888888889,2.5,13,"Food Stands, Fast Food, Burgers, Breakfast & Brunch, Restaurants",False,2.0,,True,,,5:30-0:0,5:30-0:0,5:30-0:0,5:30-0:0,5:30-0:0,5:30-0:0,5:30-0:0
1058489 BC Ltd,Momo Sushi,V6B 5C6,1230 Robson Street,49.2862522533,-123.1276925445,3.0,3.0,109,"Japanese, Sushi Bars, Restaurants",True,2.0,'average',False,,,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-23:0,11:30-23:0,11:30-22:30
1058489 BC Ltd,Momo Sushi,V6B 5C6,"375 Water Street, Suite 6",49.2847086495,-123.1104540825,3.487373737373737,3.5,193,"Sushi Bars, Restaurants, Shopping, Shopping Centers",True,2.0,u'average',False,,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0
Tamaru Shoten Marketing Corp,Raisu,V6K 1P1,2340 W 4th Avenue,49.267999042,-123.1583811343,3.9837662337662336,4.0,303,"Vegan, Sushi Bars, Japanese, Restaurants",True,2.0,u'average',False,,,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,17:0-22:0,11:30-21:0,11:30-21:0
LJD Properties Ltd,Dublin Crossing,V5X 0C4,466 SW Marine Drive,49.2094428732,-123.1164346177,3.0,3.0,73,"Bars, Nightlife, Restaurants, Irish, Irish Pub, Pubs",True,2.0,u'average',True,,,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-1:0,11:0-1:0,9:0-23:0
Kissa Tanto Restaurant Inc,Kissa Tanto,V6A 1T8,263 E Pender Street,49.2806451,-123.0981249,3.978723404255319,4.0,230,"Food, Japanese, Italian, Restaurants",True,3.0,u'average',False,,,,17:30-0:0,17:30-0:0,17:30-0:0,17:30-0:0,17:30-0:0,
0801535 BC Ltd,Cafe Du Soleil,V5L 3X5,1393 Commercial Drive,49.272438,-123.069862,3.929577464788733,4.0,66,"Breakfast & Brunch, Restaurants",False,1.0,u'average',True,,,,,,,,,
Kokoro Foods Inc,Kokoro Ramen,V5P 3W2,5695 Victoria Drive,49.2328922712,-123.0657535369,3.48,3.5,120,"Ramen, Japanese, Restaurants",False,2.0,u'average',False,,,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0
Yao & Hua Enterprises Ltd,Jiu Jiang Japanese Restaurant,V6M 4B8,5707 Balsam Street,49.2344941012,-123.1613949314,3.4107142857142856,3.5,23,"Hot Pot, Restaurants, Salad, Japanese",True,2.0,u'average',False,,,0:0-0:0,11:30-20:30,11:30-20:30,11:30-20:30,11:30-20:30,11:30-20:30,11:30-20:30
0894000 BC Ltd,Railtown Cafe,V6Z 1N9,968 Howe Street,49.2800358889,-123.1235202551,3.0,3.0,22,"Sandwiches, Food, Coffee & Tea, Soup, Salad, Restaurants, Cafes",False,2.0,'average',,,,0:0-0:0,7:30-18:0,7:30-18:0,7:30-18:0,7:30-18:0,11:0-16:0,
B G M Pacific Holdings Ltd,Honolulu Coffee,V6M 1Y8,2098 W 41 Avenue,49.2344086533,-123.1548166439,3.921875,4.0,59,"Food, Bakeries, Coffee & Tea, Restaurants, Cafes",False,2.0,u'average',True,,,8:30-17:0,8:30-17:0,9:0-16:0,8:30-17:0,8:30-17:0,8:30-17:0,8:30-17:0
S & K Ng Enterprises (2017) Ltd,New Town Bakery & Restaurant,V6A 1T3,158 Pender Street E,49.2802797,-123.1009315,3.964028776978417,4.0,134,"Specialty Food, Restaurants, Bakeries, Chinese, Food, Desserts, Ethnic Food",True,1.0,u'loud',False,,,6:30-20:30,6:30-20:30,6:30-19:30,6:30-20:30,6:30-20:30,6:30-20:30,6:30-20:30
S & K Ng Enterprises (2017) Ltd,New Town Bakery & Restaurant,V6A 1T3,148 Pender Street E,49.2803095,-123.1011943,3.4919871794871797,3.5,307,"Food, Dim Sum, Bakeries, Restaurants, Chinese",False,1.0,'average',False,,,6:30-19:30,6:30-19:30,6:30-19:30,6:30-19:30,6:30-19:30,6:30-19:30,6:30-19:30
Pallet Coffee Roasters Broadway Inc,Pallet Coffee Roasters,V6J 1Z4,2002 W Broadway,49.2636136705,-123.1508561077,3.4342105263157894,3.5,33,"Food, Coffee & Tea, Coffee Roasteries",,1.0,,,,,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,8:0-18:0,8:0-18:0
Bin 4 Hospitality Ltd,Bin 4 Burger Lounge,V6H 3J7,2996 Granville Street,49.2590704,-123.13847450000002,3.4683544303797467,3.5,74,"Restaurants, Burgers",True,2.0,,True,,,16:0-20:30,16:0-20:30,16:0-20:30,16:0-20:30,16:0-20:30,16:0-20:30,16:0-20:30
1125352 BC Ltd,Tocador,V5T 3E6,2610 Main Street,49.2618238,-123.1007894,3.4324324324324325,3.5,32,"Cuban, Restaurants, Latin American, Cocktail Bars, Nightlife, Bars",True,2.0,,True,,,0:0-0:0,,17:0-22:0,19:30-22:0,17:0-22:0,11:0-22:0,11:0-22:0
1153208 BC Ltd,Bean Around The World,V6B 1H4,175 W Hastings Street,49.282539485600005,-123.1093307399,3.4431818181818183,3.5,39,"Food, Coffee & Tea",,1.0,,False,,,7:0-18:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,9:0-19:0,9:0-18:0
Sino International Holding Co Ltd,Ovaltine Cafe,V6A 1P2,251 E Hastings Street,49.28148770000001,-123.0983962,3.419354838709677,3.5,26,"Diners, Restaurants",False,1.0,u'average',False,,,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-0:0,8:0-0:0,8:0-15:0
1045915 BC LTD,Nammos Estiatorio,V5V 4E4,3980 Fraser Street,49.2494546,-123.0898053,3.951923076923077,4.0,99,"Breakfast & Brunch, Greek, Restaurants, Tapas/Small Plates",True,2.0,u'average',True,,,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,10:0-0:0,10:0-23:0
CHUKIANG ENTERPRISE LTD.,Chu Kiang Chinese Restaurant,V5P 2V9,6491 Knight Street,49.2256094,-123.0778425,3.4242424242424243,3.5,28,"Caterers, Event Planning & Services, Restaurants, Chinese",False,1.0,u'quiet',False,,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,
MAIN VAN BREW AND BITES CAFE LTD,Blenz Coffee,V5V 3P7,4198 Main Street,49.2477365,-123.1007838,3.386363636363636,3.5,17,"Food, Sandwiches, Coffee & Tea, Restaurants",,1.0,,True,,,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:30-19:0,7:30-19:0
Bluesy Bubbles Cafe Inc,Bubble World,V6E 1C6,1325 Robson Street,49.2874137,-123.1287898,3.9683544303797462,4.0,153,"Coffee & Tea, Chinese, Bubble Tea, Taiwanese, Food, Restaurants",False,1.0,u'average',False,,,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-1:0,11:0-1:0,11:0-0:0
COLONELS KABABZ INDIAN RESTAURANT & BAR LTD.,Akbar's Own Dining Lounge,V6J 1Z3,1905 W Broadway,49.2640234,-123.1484033,3.473958333333333,3.5,91,"Restaurants, Pakistani, Indian, Nightlife",True,2.0,u'average',False,,,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,12:0-22:0,12:0-22:0
1537734 B.C. LTD.,Storm City Coffee,V6R 2B4,3403 W Broadway,49.2644662614,-123.1800525376,3.827586206896552,4.0,24,"Desserts, Coffee & Tea, Patisserie/Cake Shop, Food",,2.0,,True,,,8:0-14:0,8:0-14:0,8:0-14:0,8:0-14:0,8:0-14:0,8:0-14:0,9:0-15:0
566363 BC Ltd,Ginger & Chili Restaurant,V6R 2H8,4409 10th Avenue W,49.2639581,-123.206341,3.0,3.0,36,"Restaurants, Chinese",True,1.0,u'quiet',False,False,,,16:30-21:0,16:30-21:0,16:30-21:0,16:30-21:30,16:30-21:30,16:30-21:0
THAI TOWN RESTAURANT LTD,Thai Town Restaurant,V6Z 1L4,1065 Granville Street,49.2786348,-123.1242,3.450980392156863,3.5,46,"Food, Food Delivery Services, Event Planning & Services, Venues & Event Spaces, Restaurants, Asian Fusion, Thai",True,2.0,u'quiet',False,False,,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,12:0-22:0
PH Restaurants Limited Partnership,Pizza Hut,V5M 2C9,2850 Grandview Highway,49.2578961,-123.0459972,3.0,3.0,24,"Restaurants, Food, Food Delivery Services, Italian, Chicken Wings, Pizza",False,2.0,,False,,,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,12:0-0:0,11:0-0:0,12:0-23:0
1239634 BC Ltd,La Ruota,V6J 1M9,2002 W 4th Avenue,49.267946754700006,-123.1505437195,3.391304347826087,3.5,18,"Restaurants, Italian, Pizza",,,,,,,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-22:0
St. Augustine's Enterprises Ltd,St. Augustine's,V5N 4B7,2360 Commercial Drive,49.263856700000005,-123.0694135,3.4906015037593985,3.5,261,"Food, Nightlife, Pubs, Bars, Beer, Wine & Spirits",True,2.0,u'loud',True,,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
FAIR WAVES COFFEE INC.,Waves Coffee House,V6B 1L1,492 West Hastings St,49.283781700000006,-123.1119746,3.0,3.0,31,"Coffee & Tea, Food, Cafes, Restaurants",,1.0,,True,,,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0
Best Bite Mexican Food Ltd,Best Bite Donair,V6E 1M5,1091 Davie Street,49.280320659,-123.1308539584,3.827586206896552,4.0,24,"Poutineries, Donairs, Mediterranean, Mexican, Sandwiches, Food, Restaurants",False,1.0,,True,,,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-3:0,11:0-3:0,
Park Drive Venue GP Inc,Park Drive,V5N 4A6,1815 Commercial Drive,49.2683974296,-123.0698333681,3.0,3.0,14,"Restaurants, Tapas/Small Plates, Sports Bars, Nightlife, Bars",True,,,True,,,,15:0-1:0,15:0-1:0,15:0-1:0,15:0-1:0,13:0-1:0,13:0-1:0
Kazan Sushi & Grill Ltd,Kaori Izakaya,V5T 3G6,3043 Main Street,49.25799129999999,-123.1014181,3.852941176470588,4.0,29,"Japanese, Restaurants, Tapas Bars, Sushi Bars",True,,,False,,,0:0-0:0,17:0-0:0,17:0-0:0,17:0-0:0,17:0-0:0,17:0-0:0,17:0-0:0
DUFFIN'S DONUTS INC,Duffin's Donuts,V5W 1R7,1391 41st Avenue E,49.2328686,-123.0775745,3.981617647058824,4.0,267,"Donuts, Chinese, Sandwiches, Food, Burgers, Restaurants, Mexican, Cambodian, Comfort Food, Vietnamese",False,1.0,u'average',False,,,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0
0945022 BC Ltd,Li's China Grill,V5R 5K6,3377 Kingsway,49.2328713897,-123.0330413193,2.5641025641025643,2.5,34,"Chinese, Restaurants",True,3.0,u'average',False,,,17:0-0:30,17:0-0:30,17:0-0:30,17:0-0:30,17:0-0:30,17:0-0:30,17:0-0:30
Purebread. Bakery Inc,Purebread,V5T 1G7,5 E 5th Ave,49.2665546746,-123.1046642002,4.358490566037736,4.5,48,"Bakeries, Food",,2.0,u'average',,,,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0
Jinskitchen Food Ltd,Sushi Jin,V6Z 1A8,750 Nelson Street,49.2795794103,-123.1238175184,4.441860465116279,4.5,124,"Sushi Bars, Japanese, Restaurants",True,3.0,,,,,0:0-0:0,,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0
Zi Fei Company Ltd,Laura's Coffee Shop,V5Y 3A1,1945 Manitoba St,49.2675473,-123.106822,3.272727272727273,3.5,6,"Coffee & Tea, Food",,1.0,,False,,,,,,,,,
Tokyo Mazesoba Ltd,Kokoro Tokyo Mazesoba,V6B 3H6,551 Seymour Street,49.2834164,-123.1150628,3.9857142857142858,4.0,345,"Food, Beer, Wine & Spirits, Restaurants, Ramen, Japanese",False,2.0,u'average',,,,0:0-0:0,11:0-22:0,11:0-22:0,11:0-21:30,11:0-22:0,11:30-22:0,11:30-22:0
1175838 BC Ltd,Neptune Palace Seafood Restaurant,V5X 0C4,"470 SW Marine Drive, Unit 308",49.2100374,-123.11662920000002,3.4375,3.5,35,"Restaurants, Chinese, Seafood",True,,,False,,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0
6055 Boulevard Holdings Ltd,Southern Delicacy,V6M 3X2,6055 West Blvd,49.2313500409,-123.155936636,3.6875,4.0,11,"Restaurants, Chinese",,,,,,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
1210878 BC Ltd,Shilla Korean Restaurant,V5V 3C7,1031 Kingsway,49.2537297,-123.0830987,3.0,3.0,21,"Restaurants, Korean",True,,,False,,,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
1191058 BC Ltd,Sushi California,V6E 4A6,100-1100 Melville Street,49.2866882899,-123.123021,3.2916666666666665,3.5,7,"Sushi Bars, Restaurants, Japanese",,,,,,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,12:0-21:0
Kwan Luck Restaurant (2019) Ltd,Kwan Luck Restaurant,V5R 5H2,2516 Kingsway,49.23996270000001,-123.05405559999998,4.2,4.5,20,"Chinese, Restaurants",True,2.0,u'average',False,,,,,,,,,
Palate Cafe Hastings Inc,Palate Kitchen,V6C 1C8,848 W Hastings Street,49.2863131,-123.11565729999998,3.8684210526315783,4.0,33,"Cafes, Restaurants, Breakfast & Brunch, Food, Coffee & Tea",,2.0,,,,,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,9:0-16:0,9:0-17:0
1237859 BC Ltd,Icy Bar,V5R 5M2,3618 Kingsway,49.232055200000005,-123.0260317,3.473958333333333,3.5,91,"Desserts, Nightlife, Ice Cream & Frozen Yogurt, Food",,1.0,'average',False,,,14:0-0:0,,14:0-0:0,14:0-0:0,12:0-1:0,12:0-1:0,12:0-0:0
New Kikusushi Japanese Restaurant Ltd,Kiku Sushi,V6E 4S9,1368 W Pender St,49.2893002789,-123.1270445511,3.3529411764705883,3.5,12,"Restaurants, Sushi Bars",,,,,,,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,12:0-21:0
Bonjour Vietnam Restaurant Corp,Bonjour Vietnam Bistro,V5V 4E4,3944 Fraser Street,49.249668,-123.0899331,4.291666666666667,4.5,31,"Vietnamese, Restaurants",,,,,,,,17:0-21:30,17:0-21:30,17:0-22:0,17:0-22:0,12:0-22:0,12:0-22:0
